
==================================================
========== FP-Tree 算法完整结果 ==========

Level 0 (频繁1项集):
总计: 2117 个频繁1项集
  [0]: 支持计数=177
  [2048]: 支持计数=147
  [2049]: 支持计数=135
  [2051]: 支持计数=461
  [2052]: 支持计数=230
  [2053]: 支持计数=271
  [2054]: 支持计数=297
  [2056]: 支持计数=419
  [2058]: 支持计数=185
  [2059]: 支持计数=91
  [2060]: 支持计数=123
  [2061]: 支持计数=129
  [2062]: 支持计数=91
  [2064]: 支持计数=188
  [2065]: 支持计数=345
  [2069]: 支持计数=159
  [2075]: 支持计数=319
  [2079]: 支持计数=151
  [2080]: 支持计数=481
  [2084]: 支持计数=165
  [2091]: 支持计数=332
  [2097]: 支持计数=209
  [2101]: 支持计数=100
  [2103]: 支持计数=237
  [2110]: 支持计数=149
  [2111]: 支持计数=109
  [2113]: 支持计数=226
  [2115]: 支持计数=375
  [2116]: 支持计数=95
  [2117]: 支持计数=208
  [2118]: 支持计数=525
  [2119]: 支持计数=136
  [2122]: 支持计数=167
  [2126]: 支持计数=107
  [2127]: 支持计数=131
  [2129]: 支持计数=173
  [2130]: 支持计数=105
  [2133]: 支持计数=97
  [2135]: 支持计数=461
  [2137]: 支持计数=99
  [2138]: 支持计数=96
  [2147]: 支持计数=221
  [2150]: 支持计数=200
  [2151]: 支持计数=109
  [2154]: 支持计数=149
  [2161]: 支持计数=98
  [2164]: 支持计数=293
  [2166]: 支持计数=109
  [2167]: 支持计数=266
  [2168]: 支持计数=499
  [2169]: 支持计数=145
  [2170]: 支持计数=111
  [2171]: 支持计数=117
  [2177]: 支持计数=249
  [2180]: 支持计数=119
  [2182]: 支持计数=170
  [2184]: 支持计数=462
  [2186]: 支持计数=251
  [2187]: 支持计数=374
  [2188]: 支持计数=238
  [2191]: 支持计数=316
  [2193]: 支持计数=94
  [2199]: 支持计数=597
  [2201]: 支持计数=153
  [2202]: 支持计数=177
  [2208]: 支持计数=399
  [2210]: 支持计数=176
  [2212]: 支持计数=261
  [2214]: 支持计数=146
  [2215]: 支持计数=327
  [2223]: 支持计数=122
  [2225]: 支持计数=257
  [2233]: 支持计数=120
  [2235]: 支持计数=122
  [2236]: 支持计数=108
  [2238]: 支持计数=1715
  [2239]: 支持计数=199
  [2240]: 支持计数=193
  [2241]: 支持计数=420
  [2242]: 支持计数=138
  [2243]: 支持计数=108
  [2245]: 支持计数=119
  [2250]: 支持计数=106
  [2254]: 支持计数=347
  [2259]: 支持计数=260
  [2263]: 支持计数=202
  [2267]: 支持计数=116
  [2269]: 支持计数=165
  [2271]: 支持计数=111
  [2273]: 支持计数=110
  [2276]: 支持计数=248
  [2281]: 支持计数=123
  [2283]: 支持计数=141
  [2284]: 支持计数=508
  [2286]: 支持计数=218
  [2297]: 支持计数=161
  [2299]: 支持计数=160
  [2300]: 支持计数=118
  [2310]: 支持计数=132
  [2315]: 支持计数=96
  [2325]: 支持计数=339
  [2326]: 支持计数=152
  [2327]: 支持计数=164
  [2329]: 支持计数=488
  [2332]: 支持计数=89
  [2335]: 支持计数=126
  [2337]: 支持计数=119
  [2343]: 支持计数=425
  [2344]: 支持计数=280
  [2350]: 支持计数=244
  [2351]: 支持计数=207
  [2352]: 支持计数=117
  [2353]: 支持计数=383
  [2363]: 支持计数=138
  [2364]: 支持计数=301
  [2370]: 支持计数=266
  [2374]: 支持计数=96
  [2375]: 支持计数=300
  [2376]: 支持计数=105
  [2378]: 支持计数=193
  [2380]: 支持计数=104
  [2383]: 支持计数=569
  [2388]: 支持计数=288
  [2389]: 支持计数=203
  [2390]: 支持计数=105
  [2393]: 支持计数=125
  [2394]: 支持计数=224
  [2395]: 支持计数=117
  [2398]: 支持计数=90
  [2399]: 支持计数=481
  [2402]: 支持计数=162
  [2406]: 支持计数=252
  [2408]: 支持计数=169
  [2413]: 支持计数=215
  [2417]: 支持计数=183
  [2420]: 支持计数=260
  [2424]: 支持计数=172
  [2425]: 支持计数=300
  [2430]: 支持计数=117
  [2431]: 支持计数=129
  [2436]: 支持计数=127
  [2437]: 支持计数=571
  [2440]: 支持计数=296
  [2441]: 支持计数=250
  [2449]: 支持计数=117
  [2458]: 支持计数=132
  [2463]: 支持计数=104
  [2464]: 支持计数=293
  [2468]: 支持计数=343
  [2469]: 支持计数=204
  [2471]: 支持计数=177
  [2475]: 支持计数=95
  [2476]: 支持计数=186
  [2477]: 支持计数=133
  [2480]: 支持计数=197
  [2481]: 支持计数=115
  [2486]: 支持计数=101
  [2489]: 支持计数=90
  [2492]: 支持计数=392
  [2493]: 支持计数=178
  [2495]: 支持计数=324
  [2496]: 支持计数=102
  [2501]: 支持计数=111
  [2505]: 支持计数=433
  [2506]: 支持计数=213
  [2511]: 支持计数=93
  [2513]: 支持计数=146
  [2514]: 支持计数=173
  [2515]: 支持计数=388
  [2519]: 支持计数=186
  [2521]: 支持计数=120
  [2523]: 支持计数=426
  [2524]: 支持计数=310
  [2527]: 支持计数=147
  [2528]: 支持计数=243
  [2535]: 支持计数=113
  [2537]: 支持计数=210
  [2538]: 支持计数=110
  [2540]: 支持计数=92
  [2541]: 支持计数=97
  [2543]: 支持计数=123
  [2544]: 支持计数=118
  [2546]: 支持计数=125
  [2550]: 支持计数=133
  [2552]: 支持计数=371
  [2554]: 支持计数=210
  [2555]: 支持计数=117
  [2557]: 支持计数=130
  [2559]: 支持计数=140
  [2561]: 支持计数=251
  [2566]: 支持计数=90
  [2569]: 支持计数=149
  [2573]: 支持计数=275
  [2574]: 支持计数=129
  [2588]: 支持计数=116
  [2592]: 支持计数=120
  [2593]: 支持计数=121
  [2596]: 支持计数=280
  [2598]: 支持计数=146
  [2599]: 支持计数=223
  [2607]: 支持计数=95
  [2609]: 支持计数=92
  [2612]: 支持计数=133
  [2614]: 支持计数=91
  [2617]: 支持计数=117
  [2620]: 支持计数=90
  [2621]: 支持计数=208
  [2623]: 支持计数=148
  [2624]: 支持计数=161
  [2625]: 支持计数=281
  [2626]: 支持计数=353
  [2629]: 支持计数=318
  [2630]: 支持计数=136
  [2631]: 支持计数=114
  [2633]: 支持计数=339
  [2634]: 支持计数=242
  [2635]: 支持计数=285
  [2638]: 支持计数=101
  [2639]: 支持计数=149
  [2649]: 支持计数=103
  [2651]: 支持计数=119
  [2654]: 支持计数=176
  [2657]: 支持计数=109
  [2661]: 支持计数=138
  [2662]: 支持计数=118
  [2663]: 支持计数=212
  [2665]: 支持计数=111
  [2667]: 支持计数=104
  [2669]: 支持计数=185
  [2671]: 支持计数=109
  [2673]: 支持计数=411
  [2674]: 支持计数=141
  [2687]: 支持计数=90
  [2692]: 支持计数=134
  [2694]: 支持计数=95
  [2702]: 支持计数=134
  [2706]: 支持计数=229
  [2708]: 支持计数=180
  [2709]: 支持计数=134
  [2712]: 支持计数=118
  [2715]: 支持计数=136
  [2720]: 支持计数=171
  [2721]: 支持计数=165
  [2723]: 支持计数=253
  [2726]: 支持计数=135
  [2728]: 支持计数=231
  [2733]: 支持计数=98
  [2740]: 支持计数=91
  [2741]: 支持计数=146
  [2742]: 支持计数=121
  [2746]: 支持计数=230
  [2747]: 支持计数=107
  [2749]: 支持计数=301
  [2760]: 支持计数=149
  [2763]: 支持计数=264
  [2764]: 支持计数=126
  [2767]: 支持计数=159
  [2768]: 支持计数=94
  [2769]: 支持计数=159
  [2771]: 支持计数=155
  [2775]: 支持计数=410
  [2776]: 支持计数=106
  [2783]: 支持计数=134
  [2785]: 支持计数=141
  [2786]: 支持计数=140
  [2787]: 支持计数=100
  [2788]: 支持计数=215
  [2792]: 支持计数=309
  [2793]: 支持计数=190
  [2800]: 支持计数=181
  [2802]: 支持计数=111
  [2805]: 支持计数=222
  [2808]: 支持计数=137
  [2810]: 支持计数=184
  [2812]: 支持计数=181
  [2813]: 支持计数=95
  [2814]: 支持计数=145
  [2815]: 支持计数=249
  [2817]: 支持计数=112
  [2818]: 支持计数=141
  [2820]: 支持计数=169
  [2822]: 支持计数=179
  [2830]: 支持计数=160
  [2831]: 支持计数=138
  [2833]: 支持计数=104
  [2834]: 支持计数=95
  [2836]: 支持计数=104
  [2837]: 支持计数=131
  [2840]: 支持计数=180
  [2842]: 支持计数=194
  [2843]: 支持计数=255
  [2851]: 支持计数=118
  [2852]: 支持计数=139
  [2853]: 支持计数=164
  [2854]: 支持计数=159
  [2855]: 支持计数=191
  [2856]: 支持计数=268
  [2861]: 支持计数=183
  [2867]: 支持计数=90
  [2870]: 支持计数=162
  [2873]: 支持计数=98
  [2874]: 支持计数=233
  [2875]: 支持计数=90
  [2876]: 支持计数=170
  [2878]: 支持计数=148
  [2879]: 支持计数=481
  [2880]: 支持计数=161
  [2890]: 支持计数=92
  [2891]: 支持计数=195
  [2892]: 支持计数=126
  [2893]: 支持计数=124
  [2894]: 支持计数=334
  [2900]: 支持计数=156
  [2902]: 支持计数=114
  [2907]: 支持计数=186
  [2910]: 支持计数=101
  [2915]: 支持计数=260
  [2916]: 支持计数=117
  [2919]: 支持计数=167
  [2926]: 支持计数=94
  [2931]: 支持计数=113
  [2933]: 支持计数=130
  [2942]: 支持计数=159
  [2946]: 支持计数=99
  [2947]: 支持计数=94
  [2951]: 支持计数=113
  [2952]: 支持计数=94
  [2958]: 支持计数=904
  [2962]: 支持计数=107
  [2963]: 支持计数=132
  [2965]: 支持计数=285
  [2966]: 支持计数=134
  [2967]: 支持计数=169
  [2968]: 支持计数=123
  [2976]: 支持计数=115
  [2977]: 支持计数=110
  [2982]: 支持计数=127
  [2983]: 支持计数=231
  [2987]: 支持计数=431
  [2988]: 支持计数=264
  [2990]: 支持计数=233
  [2991]: 支持计数=369
  [2994]: 支持计数=124
  [2997]: 支持计数=273
  [2998]: 支持计数=248
  [3002]: 支持计数=103
  [3005]: 支持计数=205
  [3006]: 支持计数=224
  [3012]: 支持计数=263
  [3015]: 支持计数=96
  [3019]: 支持计数=112
  [3021]: 支持计数=215
  [3028]: 支持计数=125
  [3034]: 支持计数=145
  [3035]: 支持计数=126
  [3047]: 支持计数=205
  [3048]: 支持计数=89
  [3052]: 支持计数=93
  [3055]: 支持计数=214
  [3059]: 支持计数=101
  [3065]: 支持计数=102
  [3067]: 支持计数=160
  [3074]: 支持计数=136
  [3078]: 支持计数=97
  [3083]: 支持计数=98
  [3084]: 支持计数=91
  [3085]: 支持计数=90
  [3086]: 支持计数=192
  [3093]: 支持计数=106
  [3099]: 支持计数=134
  [3101]: 支持计数=137
  [3102]: 支持计数=252
  [3106]: 支持计数=128
  [3130]: 支持计数=98
  [3131]: 支持计数=89
  [3132]: 支持计数=100
  [3136]: 支持计数=132
  [3149]: 支持计数=228
  [3151]: 支持计数=262
  [3157]: 支持计数=125
  [3159]: 支持计数=95
  [3160]: 支持计数=259
  [3161]: 支持计数=182
  [3171]: 支持计数=163
  [3174]: 支持计数=136
  [3185]: 支持计数=202
  [3186]: 支持计数=215
  [3189]: 支持计数=258
  [3194]: 支持计数=286
  [3202]: 支持计数=193
  [3208]: 支持计数=94
  [3214]: 支持计数=145
  [3221]: 支持计数=231
  [3228]: 支持计数=94
  [3236]: 支持计数=176
  [3240]: 支持计数=180
  [3253]: 支持计数=115
  [3256]: 支持计数=89
  [3261]: 支持计数=93
  [3265]: 支持计数=93
  [3270]: 支持计数=950
  [3271]: 支持计数=173
  [3272]: 支持计数=168
  [3276]: 支持计数=198
  [3278]: 支持计数=112
  [3279]: 支持计数=279
  [3291]: 支持计数=244
  [3292]: 支持计数=230
  [3294]: 支持计数=289
  [3297]: 支持计数=165
  [3307]: 支持计数=125
  [3311]: 支持计数=241
  [3312]: 支持计数=178
  [3313]: 支持计数=120
  [3314]: 支持计数=168
  [3315]: 支持计数=274
  [3316]: 支持计数=300
  [3317]: 支持计数=316
  [3318]: 支持计数=106
  [3319]: 支持计数=214
  [3320]: 支持计数=105
  [3321]: 支持计数=244
  [3323]: 支持计数=120
  [3324]: 支持计数=198
  [3330]: 支持计数=101
  [3333]: 支持计数=114
  [3336]: 支持计数=150
  [3338]: 支持计数=164
  [3343]: 支持计数=183
  [3345]: 支持计数=153
  [3349]: 支持计数=115
  [3354]: 支持计数=151
  [3361]: 支持计数=409
  [3368]: 支持计数=117
  [3370]: 支持计数=122
  [3373]: 支持计数=90
  [3383]: 支持计数=92
  [3388]: 支持计数=100
  [3402]: 支持计数=177
  [3404]: 支持计数=243
  [3405]: 支持计数=148
  [3409]: 支持计数=102
  [3410]: 支持计数=148
  [3411]: 支持计数=116
  [3412]: 支持计数=209
  [3420]: 支持计数=164
  [3431]: 支持计数=102
  [3434]: 支持计数=147
  [3435]: 支持计数=102
  [3441]: 支持计数=93
  [3447]: 支持计数=134
  [3451]: 支持计数=256
  [3458]: 支持计数=147
  [3462]: 支持计数=262
  [3465]: 支持计数=146
  [3467]: 支持计数=192
  [3472]: 支持计数=135
  [3476]: 支持计数=158
  [3483]: 支持计数=137
  [3486]: 支持计数=117
  [3487]: 支持计数=140
  [3499]: 支持计数=133
  [3501]: 支持计数=101
  [3502]: 支持计数=381
  [3504]: 支持计数=195
  [3505]: 支持计数=129
  [3510]: 支持计数=352
  [3521]: 支持计数=156
  [3532]: 支持计数=97
  [3533]: 支持计数=117
  [3535]: 支持计数=204
  [3537]: 支持计数=201
  [3538]: 支持计数=98
  [3539]: 支持计数=164
  [3541]: 支持计数=106
  [3546]: 支持计数=151
  [3551]: 支持计数=199
  [3553]: 支持计数=232
  [3569]: 支持计数=137
  [3573]: 支持计数=148
  [3577]: 支持计数=151
  [3579]: 支持计数=96
  [3581]: 支持计数=90
  [3596]: 支持计数=125
  [3609]: 支持计数=96
  [3616]: 支持计数=654
  [3623]: 支持计数=99
  [3633]: 支持计数=125
  [3635]: 支持计数=264
  [3638]: 支持计数=201
  [3642]: 支持计数=158
  [3644]: 支持计数=111
  [3659]: 支持计数=106
  [3660]: 支持计数=131
  [3662]: 支持计数=136
  [3663]: 支持计数=131
  [3664]: 支持计数=143
  [3668]: 支持计数=286
  [3673]: 支持计数=117
  [3676]: 支持计数=161
  [3678]: 支持计数=97
  [3682]: 支持计数=100
  [3683]: 支持计数=240
  [3693]: 支持计数=154
  [3696]: 支持计数=121
  [3714]: 支持计数=129
  [3719]: 支持计数=115
  [3722]: 支持计数=109
  [3724]: 支持计数=227
  [3735]: 支持计数=219
  [3742]: 支持计数=167
  [3752]: 支持计数=91
  [3756]: 支持计数=210
  [3759]: 支持计数=312
  [3761]: 支持计数=109
  [3762]: 支持计数=170
  [3772]: 支持计数=162
  [3774]: 支持计数=226
  [3776]: 支持计数=140
  [3793]: 支持计数=136
  [3799]: 支持计数=421
  [3806]: 支持计数=107
  [3808]: 支持计数=219
  [3814]: 支持计数=91
  [3827]: 支持计数=330
  [3840]: 支持计数=168
  [3844]: 支持计数=100
  [3845]: 支持计数=97
  [3853]: 支持计数=93
  [3854]: 支持计数=103
  [3855]: 支持计数=183
  [3857]: 支持计数=135
  [3858]: 支持计数=104
  [3866]: 支持计数=99
  [3867]: 支持计数=143
  [3873]: 支持计数=100
  [3877]: 支持计数=116
  [3884]: 支持计数=161
  [3896]: 支持计数=198
  [3903]: 支持计数=162
  [3904]: 支持计数=341
  [3912]: 支持计数=109
  [3923]: 支持计数=115
  [3925]: 支持计数=90
  [3926]: 支持计数=132
  [3946]: 支持计数=91
  [3951]: 支持计数=105
  [3964]: 支持计数=324
  [3966]: 支持计数=221
  [3973]: 支持计数=169
  [3977]: 支持计数=109
  [3988]: 支持计数=181
  [4000]: 支持计数=123
  [4007]: 支持计数=102
  [4009]: 支持计数=91
  [4013]: 支持计数=98
  [4017]: 支持计数=123
  [4026]: 支持计数=136
  [4030]: 支持计数=109
  [4032]: 支持计数=148
  [4037]: 支持计数=123
  [4048]: 支持计数=100
  [4051]: 支持计数=99
  [4055]: 支持计数=105
  [4056]: 支持计数=133
  [4057]: 支持计数=147
  [4058]: 支持计数=99
  [4060]: 支持计数=94
  [4061]: 支持计数=139
  [4064]: 支持计数=146
  [4067]: 支持计数=111
  [4070]: 支持计数=278
  [4077]: 支持计数=90
  [4080]: 支持计数=166
  [4096]: 支持计数=95
  [4105]: 支持计数=209
  [4111]: 支持计数=186
  [4112]: 支持计数=118
  [4113]: 支持计数=177
  [4121]: 支持计数=89
  [4123]: 支持计数=110
  [4124]: 支持计数=105
  [4127]: 支持计数=189
  [4141]: 支持计数=142
  [4143]: 支持计数=178
  [4144]: 支持计数=192
  [4146]: 支持计数=116
  [4157]: 支持计数=109
  [4162]: 支持计数=102
  [4164]: 支持计数=135
  [4166]: 支持计数=139
  [4170]: 支持计数=236
  [4174]: 支持计数=104
  [4198]: 支持计数=93
  [4201]: 支持计数=219
  [4207]: 支持计数=303
  [4209]: 支持计数=239
  [4214]: 支持计数=124
  [4220]: 支持计数=124
  [4221]: 支持计数=178
  [4226]: 支持计数=166
  [4237]: 支持计数=102
  [4251]: 支持计数=189
  [4256]: 支持计数=116
  [4257]: 支持计数=98
  [4258]: 支持计数=131
  [4265]: 支持计数=123
  [4267]: 支持计数=136
  [4269]: 支持计数=128
  [4270]: 支持计数=162
  [4272]: 支持计数=154
  [4278]: 支持计数=148
  [4282]: 支持计数=144
  [4285]: 支持计数=91
  [4294]: 支持计数=120
  [4297]: 支持计数=145
  [4305]: 支持计数=132
  [4307]: 支持计数=258
  [4310]: 支持计数=175
  [4316]: 支持计数=237
  [4336]: 支持计数=589
  [4339]: 支持计数=243
  [4340]: 支持计数=165
  [4342]: 支持计数=182
  [4344]: 支持计数=261
  [4357]: 支持计数=185
  [4358]: 支持计数=150
  [4360]: 支持计数=184
  [4362]: 支持计数=92
  [4363]: 支持计数=104
  [4374]: 支持计数=126
  [4377]: 支持计数=115
  [4383]: 支持计数=146
  [4386]: 支持计数=186
  [4389]: 支持计数=164
  [4392]: 支持计数=113
  [4393]: 支持计数=329
  [4405]: 支持计数=89
  [4412]: 支持计数=115
  [4424]: 支持计数=172
  [4433]: 支持计数=148
  [4435]: 支持计数=100
  [4444]: 支持计数=130
  [4445]: 支持计数=122
  [4447]: 支持计数=105
  [4448]: 支持计数=96
  [4460]: 支持计数=91
  [4464]: 支持计数=90
  [4472]: 支持计数=183
  [4479]: 支持计数=95
  [4486]: 支持计数=147
  [4488]: 支持计数=124
  [4502]: 支持计数=108
  [4512]: 支持计数=94
  [4513]: 支持计数=110
  [4524]: 支持计数=324
  [4525]: 支持计数=105
  [4536]: 支持计数=97
  [4546]: 支持计数=161
  [4548]: 支持计数=167
  [4552]: 支持计数=170
  [4556]: 支持计数=147
  [4557]: 支持计数=131
  [4563]: 支持计数=136
  [4567]: 支持计数=102
  [4580]: 支持计数=125
  [4582]: 支持计数=108
